Gene,Virulence_factor,Species
CBU_1566, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxCC12, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1576, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1594, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1607, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxCC14, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1639, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1665, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cem9, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1677, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1685, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cetCb5, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cetCb6, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxDFB5/cig57, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1754, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxH3, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1789, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1790, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1794, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1818, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxH4/cig61, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxDFB6, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cem12, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cem13, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_2016, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_2028, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxCC15, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_2056, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_2076, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
coxFIC1, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeA, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeB, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeC/coxU3, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeD, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeE, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeF, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeG, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
cpeH, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_0122, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_0183, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_0534, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1268, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1349, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1493, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1530, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1614, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1752, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1819, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBU_1863, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
CBUA0020, Effector delivery system ,VFC0086)] [Coxiella burnetii RSA 493]
sat, Effector delivery system ,VFC0086)] [Escherichia coli CFT073]
pic, Effector delivery system ,VFC0086)] [Escherichia coli CFT073]
espV, Effector delivery system ,VFC0086)] [Escherichia coli E110019]
lifA/efa1, Effector delivery system ,VFC0086)] [Escherichia coli O103:H2 str. 12009]
eae, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escG, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
cesD2, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
espB, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
espD, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
espA, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
sepL, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escD, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
cesT, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
cesF, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
sepQ/escQ, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escP, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escO, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escN, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escV, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
cesL, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escI, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escJ, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
sepD, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escC, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
cesD, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
glrA, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
glrR, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
etgA, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escU, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escT, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escR, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escL, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escK, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
escE, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
espC, Effector delivery system ,VFC0086)] [Escherichia coli O127:H6 str. E2348/69]
espF, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escG, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escF, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
cesD2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espD, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espA, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
sepL, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escD, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
eae, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
cesT, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
tir, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
map, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
cesF, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espH, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
sepQ/escQ, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escP, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escO, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escN, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escV, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
cesL, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
sepZ/espZ, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escI, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escJ, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
sepD, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escC, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
cesD, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
glrA, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
glrR, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
etgA, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escU, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escT, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escS, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escR, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escL, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escK, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
cesAB, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
escE, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espG, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
rorf1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espP, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
toxB, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleA/espI, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleC, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleD, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espB, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espFu/tccP, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espK, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espL1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espL2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espL4, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espM1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espM2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espR1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espR3, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espR4, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espW, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espX1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espX2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espX4, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espX5, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espX6, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espX7/nleL, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espY1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espY2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espY3, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espY4, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espY5, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleB1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleB2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleE, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleF, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG-1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG2-2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG2-3, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG5-1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG5-2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG6-1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG6-2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG6-3, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG7, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleG8-2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleH1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
nleH2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. EDL933]
espO1-1, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. Sakai]
espO1-2, Effector delivery system ,VFC0086)] [Escherichia coli O157:H7 str. Sakai]
tsh, Effector delivery system ,VFC0086)] [Escherichia coli O25b:H4-ST131]
cif, Effector delivery system ,VFC0086)] [Escherichia coli O26 str. C/15333]
pic, Effector delivery system ,VFC0086)] [Escherichia coli O44:H18 042]
pet, Effector delivery system ,VFC0086)] [Escherichia coli O44:H18 042]
espF, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
tir, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espFu/tccP, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleA/espI, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleD, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espL2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espM1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espM2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espO1-1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espR1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espR3, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espX1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espX2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espX5, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espX6, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espY1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espY3, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espY4, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
lifA/efa1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleB2-2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleF, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG-1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG-2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG2-2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG2-4, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG-3, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG5-1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG6-1, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleG7, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
nleH2, Effector delivery system ,VFC0086)] [Escherichia coli O55:H7 str. CB9615]
espT, Effector delivery system ,VFC0086)] [Escherichia coli ONT:H- str. FV11678]
pdpA, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
pdpB, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglE/tssJ, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
vgrG, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglF/clpV, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglG, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglH, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
dotU/tssL, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglI, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglJ, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
pdpC, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
pdpE, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglD/tssK, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglC/hcp, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglB/tssC, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
iglA/tssB, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
pdpD, Effector delivery system ,VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]
cag1, Effector delivery system ,VFC0086)] [Helicobacter pylori 26695]
cag3, Effector delivery system ,VFC0086)] [Helicobacter pylori 26695]
virB1/cag4, Effector delivery system ,VFC0086)] [Helicobacter pylori 26695]
virD4/cag5, Effector delivery system ,VFC0086)] [Helicobacter pylori 26695]
